"_time","src_ip","src_zone","dest_ip","dest_zone","dest_port","packets_out","packets_in",dvc,"session_end_reason",flags,app
"2026-08-05T21:51:23.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:49:21.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:47:19.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:45:18.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:43:16.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:41:14.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:39:12.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:37:11.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:35:09.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:33:08.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:31:08.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:29:08.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:27:05.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:25:04.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:23:03.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:21:01.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:19:00.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:17:00.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:14:59.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:12:58.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:10:57.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:08:55.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:06:54.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,18,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:04:49.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:02:48.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T21:00:46.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:58:44.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:56:45.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:54:43.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:52:42.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:50:40.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:48:40.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:46:39.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:45:43.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,29,37,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T20:44:37.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:42:36.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:40:35.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:38:32.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:36:32.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:34:32.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:32:31.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:30:30.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:28:28.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:26:28.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:24:27.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:22:27.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:20:25.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:18:23.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:16:23.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:14:21.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:12:21.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:10:20.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:08:20.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:06:19.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:04:14.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:02:12.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T20:00:10.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:58:10.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:56:09.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:54:06.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:52:05.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:50:04.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:48:02.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:46:02.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:44:01.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:42:01.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:40:17.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,27,38,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T19:40:00.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:37:59.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:35:59.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:33:59.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:31:58.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:30:26.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,25,37,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T19:29:56.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:27:56.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:25:55.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:25:18.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,63,117,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T19:23:54.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,18,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:23:19.204-0400","204.99.53.30",Inside,"157.154.30.6",DMZ2,1420,32,22,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:21:54.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:20:19.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,25,36,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T19:19:53.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:17:53.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:15:52.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:13:52.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:11:51.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:10:27.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,25,38,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T19:09:50.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:07:49.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:05:49.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,18,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:05:19.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,93,189,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T19:03:44.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:01:45.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T19:00:19.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,25,37,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T18:59:43.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:57:42.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:55:43.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:53:42.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:51:40.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:50:26.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,26,37,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T18:49:38.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:47:37.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:45:34.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:45:19.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,66,128,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T18:43:32.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:41:30.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:40:20.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,25,37,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T18:39:30.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:37:30.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:35:29.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:33:28.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:31:24.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:30:25.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,27,37,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T18:29:24.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:27:23.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:25:22.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:25:18.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,73,144,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T18:23:22.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:21:19.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:20:16.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,25,37,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T18:19:18.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:17:16.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:15:15.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:13:13.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:11:11.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:10:26.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,24,38,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T18:09:09.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:07:06.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:05:17.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,69,138,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T18:05:06.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,18,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:03:02.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:01:01.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T18:00:19.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,28,38,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T17:58:58.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:56:57.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:54:57.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:52:56.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:50:56.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:50:25.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,29,38,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T17:48:55.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:46:55.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:45:18.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,67,128,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T17:44:53.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:42:53.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:40:53.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:40:17.100-0400","10.124.10.17",Inside,"143.112.112.40",DMZ2,2032,27,37,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssh
"2026-08-05T17:38:51.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:36:50.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:34:48.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:32:47.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,16,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
"2026-08-05T17:30:47.204-0400","204.99.53.30",Inside,"170.48.22.131",DMZ2,8613,17,16,"PAZSHDC-SEC-EXTWIR-PA-01","tcp-fin",nat,ssl
